element_id,project_id,element_type,length_mm,width_mm,thickness_mm,mix_w_c,cement_type,admixture,admixture_dose_pct,curing_method,automation_level,ambient_temp_c,ambient_rh_pct,casting_datetime,strength_hr24,strength_hr48,strength_hr72,strength_hr96,strength_hr168,yard_day_cost,rework_cost,required_demould_strength,mold_id,mold_count_available,daily_demand,steam_energy_cost_per_hour,electricity_cost_per_hour,labor_cost_per_shift,region,monsoon_flag,curing_chamber_capacity,baseline_cycle_time,mold_opportunity_cost
E01350,P01,Wall,3725,2583,448,0.44,OPC,Accelerator,1.06,Ambient,1,28.9,76.9,2025-05-04 08:00:00,21.1,27.45,29.37,29.94,30.19,3813,35337,23,M021,68,22,1398,685,13318,West,0,24,28,2744
E01351,P03,Column,4661,2926,524,0.4,PSC,Retarder,1.22,Moist,0,25.8,64.2,2025-07-06 13:00:00,24.62,31.67,33.8,34.44,34.71,5028,24096,25,M110,51,20,1041,524,19309,East,1,8,36,3549
E01352,P04,Wall,6783,836,257,0.4,PSC,Retarder,0.4,Moist,2,17.3,86.2,2025-08-06 07:00:00,19.51,25.39,27.16,27.69,27.91,4248,18827,23,M094,51,28,1269,350,15204,South,1,22,36,3457
E01353,P03,Beam,5281,1582,509,0.45,OPC,Retarder,0.45,Moist,1,23.9,69.6,2025-03-26 23:00:00,20.88,27.11,28.98,29.55,29.78,4580,23764,25,M109,33,28,800,451,23140,North,0,8,22,3372
E01354,P04,Beam,8629,818,503,0.35,OPC,Retarder,0.54,Steam,0,39.0,70.7,2025-12-17 09:00:00,37.51,48.9,52.33,53.36,53.79,4030,37692,24,M137,67,41,1012,754,18810,North,0,13,35,1611
E01355,P03,Column,8359,2491,614,0.39,OPC,Accelerator,0.38,Moist,2,15.7,52.2,2025-06-10 12:00:00,19.08,24.83,26.56,27.08,27.3,4944,25580,18,M008,37,49,1025,549,23188,West,1,24,27,3144
E01356,P02,Beam,9617,993,236,0.46,OPC,Retarder,1.4,Ambient,1,25.2,49.6,2025-06-26 18:00:00,19.43,25.13,26.85,27.37,27.59,4475,37605,21,M072,24,17,1070,325,18178,North,1,9,23,1835
E01357,P05,Beam,5800,2365,247,0.43,OPC,Accelerator,1.39,Ambient,2,35.1,43.3,2025-03-29 04:00:00,23.94,31.15,33.32,33.98,34.25,4033,32625,24,M014,74,45,1142,646,19343,West,0,21,36,2532
E01358,P05,Column,8614,2858,178,0.49,PSC,Accelerator,0.45,Ambient,0,28.4,84.0,2025-05-26 18:00:00,20.8,26.53,28.26,28.78,28.99,4804,22071,19,M072,54,41,1143,513,17831,West,0,21,23,3764
E01359,P05,Slab,7044,715,624,0.41,OPC,Plasticizer,0.88,Steam,2,16.8,53.9,2025-12-06 03:00:00,22.4,29.15,31.18,31.8,32.05,4441,31316,21,M025,46,27,896,386,21771,Central,0,19,31,2943
E01360,P04,Column,8388,1649,540,0.39,OPC,Retarder,0.85,Steam,2,31.8,48.1,2025-08-01 03:00:00,31.48,40.96,43.81,44.67,45.03,3945,20905,21,M135,74,59,1404,631,21515,South,1,23,21,3105
E01361,P05,Slab,9755,1248,133,0.42,PSC,Accelerator,1.19,Moist,1,36.7,71.3,2025-12-24 01:00:00,27.1,35.39,37.88,38.64,38.95,4512,24177,20,M030,44,29,999,515,13974,South,0,12,22,3425
E01362,P05,Slab,9679,585,437,0.49,OPC,Accelerator,0.46,Moist,2,34.4,53.2,2025-06-18 08:00:00,23.29,30.3,32.41,33.05,33.32,4134,37705,23,M076,43,48,1140,557,15684,Central,1,15,33,2460
E01363,P05,Beam,7447,1540,343,0.49,OPC,Accelerator,1.16,Moist,1,33.8,51.0,2025-10-08 03:00:00,24.09,31.04,33.13,33.76,34.02,4016,32350,22,M018,73,53,988,465,21136,Central,0,7,28,3521
E01364,P04,Beam,9289,1169,535,0.47,OPC,Accelerator,0.42,Steam,2,39.1,84.5,2025-02-24 22:00:00,30.86,40.16,42.96,43.8,44.15,4609,25643,22,M092,36,21,1012,670,24657,South,0,22,28,2803
E01365,P02,Beam,9856,615,368,0.39,OPC,Retarder,1.29,Steam,1,28.0,63.1,2025-06-10 12:00:00,29.75,38.6,41.26,42.06,42.4,4867,39675,23,M012,61,52,1238,656,22839,North,1,14,31,3872
E01366,P05,Wall,9475,531,695,0.46,OPC,Plasticizer,0.79,Ambient,1,30.7,75.0,2025-03-11 20:00:00,20.15,26.48,28.38,28.96,29.2,4790,38842,21,M085,61,20,1228,505,20326,West,0,7,22,2344
E01367,P02,Column,7209,517,609,0.46,OPC,Accelerator,0.36,Moist,2,36.5,62.9,2025-08-29 06:00:00,25.53,33.22,35.53,36.23,36.52,4263,27625,18,M047,39,23,1466,387,22589,Central,1,10,28,1885
E01368,P05,Column,9019,1406,309,0.42,OPC,Retarder,1.36,Moist,1,24.5,77.5,2025-04-28 01:00:00,21.67,28.31,30.32,30.92,31.17,3829,21084,19,M080,38,32,972,451,24464,Central,0,22,28,2136
E01369,P01,Beam,9676,1906,127,0.36,PSC,Retarder,0.87,Moist,1,39.8,78.5,2025-12-21 08:00:00,31.88,41.48,44.38,45.25,45.61,5236,20977,19,M132,47,57,866,472,18824,South,0,13,20,3859
E01370,P03,Wall,5076,2943,672,0.39,OPC,Accelerator,0.79,Moist,0,34.5,78.6,2025-06-08 15:00:00,26.42,34.82,37.36,38.12,38.44,4455,28192,20,M077,73,35,895,650,22378,North,1,24,21,3583
E01371,P02,Slab,3722,1217,445,0.38,PSC,Retarder,1.41,Steam,1,29.8,59.0,2025-02-08 21:00:00,32.11,41.41,44.21,45.05,45.41,4171,36936,20,M010,60,26,1047,545,18262,West,0,17,33,3888
E01372,P04,Wall,5414,1349,670,0.43,PSC,Accelerator,0.88,Steam,1,27.6,48.8,2025-03-30 05:00:00,27.26,35.46,37.93,38.68,38.99,3990,20143,21,M005,73,54,1036,701,17006,Central,0,9,28,2109
E01373,P03,Beam,7697,1169,396,0.47,PSC,Accelerator,0.95,Ambient,1,18.3,78.3,2025-07-13 13:00:00,15.56,20.39,21.85,22.28,22.47,5181,34953,21,M061,36,28,1283,489,13679,North,1,21,32,3286
E01374,P05,Column,9857,1882,414,0.43,OPC,Retarder,0.44,Ambient,2,38.3,49.2,2025-01-20 16:00:00,25.21,32.81,35.1,35.78,36.07,4951,23786,24,M035,55,36,1151,310,19368,East,0,13,26,2892
E01375,P01,Wall,8487,1514,611,0.39,OPC,Accelerator,0.79,Steam,1,24.6,79.7,2025-06-27 05:00:00,26.85,35.13,37.62,38.38,38.69,5452,37826,24,M073,40,28,1130,607,13574,Central,1,20,32,2844
E01376,P01,Beam,3537,554,468,0.39,PSC,Accelerator,0.91,Steam,2,18.7,70.6,2025-08-23 03:00:00,24.22,31.51,33.71,34.37,34.65,4732,24955,22,M073,67,54,1460,505,22927,East,1,17,36,3276
E01377,P04,Wall,7243,467,538,0.43,OPC,Retarder,1.16,Steam,2,38.4,85.6,2025-10-29 17:00:00,32.83,42.72,45.7,46.59,46.97,3845,32196,18,M022,74,31,1436,525,13344,West,0,7,20,2380
E01378,P05,Wall,6712,2367,487,0.48,PSC,Retarder,1.47,Steam,1,36.5,45.5,2025-08-18 03:00:00,28.68,37.43,40.07,40.86,41.19,3800,39385,23,M020,54,47,1232,783,12327,East,1,8,32,3512
E01379,P03,Beam,5174,1563,332,0.49,PSC,Plasticizer,0.81,Steam,1,15.2,62.1,2025-10-16 23:00:00,18.65,24.26,25.95,26.46,26.68,4978,34945,23,M005,76,32,1131,688,12272,East,0,25,30,3175
E01380,P04,Wall,6046,586,258,0.4,PSC,Accelerator,0.87,Steam,1,30.3,83.4,2025-04-28 15:00:00,29.84,38.92,41.65,42.48,42.82,3947,33454,20,M085,71,43,927,453,12545,Central,0,9,30,1728
E01381,P02,Column,7004,1106,505,0.45,PSC,Plasticizer,0.82,Ambient,2,35.5,85.3,2025-06-15 22:00:00,23.25,30.26,32.37,33.0,33.27,4642,26171,22,M147,35,41,1372,744,12848,Central,1,17,26,2823
E01382,P05,Slab,3678,725,264,0.39,PSC,Plasticizer,0.36,Steam,1,31.7,83.1,2025-04-24 00:00:00,30.9,40.37,43.22,44.07,44.43,5031,28926,19,M054,20,33,1458,771,20252,East,0,16,24,3505
E01383,P04,Column,3899,1285,516,0.37,PSC,Retarder,1.27,Ambient,0,36.3,85.7,2025-09-26 12:00:00,27.44,35.57,38.01,38.75,39.06,4197,31843,21,M065,39,58,1088,408,22303,East,1,24,28,3150
E01384,P05,Beam,5405,829,670,0.4,OPC,Plasticizer,0.96,Ambient,0,16.3,42.2,2025-07-13 23:00:00,17.05,22.27,23.84,24.31,24.51,4255,30149,25,M108,25,45,848,529,15601,Central,1,8,34,2734
E01385,P03,Column,4917,2093,259,0.46,PSC,Accelerator,0.83,Moist,1,21.4,49.5,2025-08-25 14:00:00,19.04,24.84,26.58,27.11,27.33,4902,28261,18,M131,59,50,1419,550,20124,East,1,13,35,3033
E01386,P05,Beam,5836,2457,462,0.42,OPC,Plasticizer,0.73,Moist,0,23.0,88.2,2025-12-17 09:00:00,20.19,26.63,28.57,29.16,29.4,4713,33063,22,M008,68,30,1287,499,19630,East,0,18,35,2652
E01387,P01,Column,6950,2313,483,0.45,OPC,Retarder,0.33,Steam,1,25.8,83.8,2025-03-18 00:00:00,25.09,32.74,35.04,35.74,36.03,4518,24544,22,M023,24,35,1282,692,15402,East,0,25,26,1743
E01388,P05,Slab,8177,1537,154,0.46,PSC,Retarder,1.03,Moist,1,29.3,42.7,2025-01-30 01:00:00,22.4,29.19,31.23,31.85,32.11,5286,34588,20,M062,67,33,1069,475,16000,Central,0,21,30,3231
E01389,P03,Beam,9044,933,541,0.37,PSC,Accelerator,1.05,Steam,2,20.2,65.2,2025-06-25 05:00:00,25.87,33.66,36.01,36.71,37.01,5174,18441,18,M067,49,16,1384,677,13289,South,1,7,21,2505
E01390,P03,Column,4137,722,633,0.49,PSC,Retarder,1.31,Ambient,0,33.1,43.9,2025-12-07 11:00:00,21.07,27.31,29.19,29.75,29.99,4921,21335,23,M129,33,43,1083,505,18985,Central,0,7,29,2755
E01391,P04,Column,7687,2394,120,0.37,PSC,Plasticizer,0.89,Moist,2,19.0,88.9,2025-08-06 02:00:00,21.31,27.73,29.66,30.24,30.49,4995,31487,24,M099,55,24,1428,308,24130,West,1,16,24,3010
E01392,P04,Wall,3637,2557,189,0.4,PSC,Plasticizer,1.07,Ambient,2,18.2,61.5,2025-11-04 18:00:00,18.11,23.57,25.21,25.71,25.91,4276,25587,18,M047,56,60,990,554,18927,East,0,14,20,2792
E01393,P03,Column,4931,1037,188,0.39,PSC,Accelerator,1.37,Moist,0,16.0,85.7,2025-12-15 07:00:00,18.71,24.5,26.24,26.77,26.99,4242,20891,24,M097,22,34,1296,457,19390,West,0,12,26,3760
E01394,P05,Wall,4873,1469,586,0.47,PSC,Retarder,0.34,Ambient,0,39.2,66.3,2025-05-10 14:00:00,24.63,31.79,33.95,34.6,34.87,4184,28725,22,M073,26,16,1488,385,23829,North,0,12,36,3469
E01395,P02,Column,6888,1670,628,0.4,PSC,Retarder,0.74,Ambient,0,16.7,89.5,2025-02-12 17:00:00,17.59,22.86,24.44,24.92,25.12,3984,24670,23,M020,52,58,992,304,14315,East,0,16,36,3031
E01396,P02,Slab,6361,1260,659,0.42,PSC,Plasticizer,1.44,Ambient,2,21.1,66.6,2025-08-03 10:00:00,18.68,24.31,26.01,26.52,26.73,4043,34022,23,M088,76,54,1434,329,21459,East,1,21,29,1811
E01397,P02,Wall,7750,853,505,0.42,PSC,Retarder,1.14,Steam,0,16.7,49.7,2025-07-12 10:00:00,22.67,29.29,31.28,31.88,32.13,4240,35630,21,M025,57,29,1118,572,24487,Central,1,23,22,3743
E01398,P01,Slab,5615,1977,313,0.38,PSC,Accelerator,0.99,Steam,2,20.4,83.1,2025-04-11 17:00:00,25.57,33.27,35.59,36.29,36.58,5472,23670,22,M041,26,59,1422,748,18061,North,0,23,34,2491
E01399,P01,Slab,7718,1687,278,0.49,PSC,Accelerator,0.92,Moist,0,23.8,51.7,2025-02-22 05:00:00,19.59,25.35,27.09,27.61,27.83,3978,27690,24,M023,32,30,885,470,22504,Central,0,16,31,2301
E01400,P01,Slab,5054,641,434,0.49,PSC,Accelerator,0.78,Moist,1,32.3,64.5,2025-06-14 07:00:00,23.51,30.28,32.32,32.93,33.19,4891,20881,19,M013,59,41,1169,614,20995,North,1,14,30,2809
E01401,P04,Beam,9638,1651,453,0.43,PSC,Accelerator,0.62,Steam,2,26.4,63.5,2025-12-29 13:00:00,26.62,34.63,37.05,37.77,38.08,4176,37583,19,M037,46,54,1412,436,17590,West,0,9,21,3207
E01402,P03,Slab,3687,2117,227,0.4,PSC,Plasticizer,0.35,Moist,2,27.4,67.2,2025-11-13 23:00:00,24.17,31.45,33.64,34.3,34.58,5061,21056,18,M016,77,59,1339,625,14169,North,0,10,28,2048
E01403,P01,Column,7624,915,275,0.38,OPC,Plasticizer,1.21,Moist,1,39.6,87.3,2025-10-02 04:00:00,30.94,40.21,43.0,43.84,44.19,5106,31176,20,M098,73,54,1382,698,18249,West,0,9,20,3667
E01404,P02,Slab,9609,415,131,0.46,PSC,Plasticizer,0.84,Ambient,0,28.5,82.5,2025-09-12 18:00:00,19.95,26.03,27.86,28.41,28.65,5155,38779,23,M127,28,23,1364,621,19468,East,1,6,26,2146
E01405,P02,Column,5689,2689,467,0.42,PSC,Plasticizer,0.75,Ambient,1,27.3,69.0,2025-01-24 20:00:00,21.75,28.13,30.06,30.64,30.88,5448,24270,25,M032,29,54,1158,345,16837,North,0,15,25,1683
E01406,P03,Beam,8675,2513,529,0.36,OPC,Retarder,1.03,Ambient,1,18.0,43.9,2025-11-25 00:00:00,19.95,25.74,27.49,28.01,28.23,4931,18939,20,M047,36,15,1228,700,17875,Central,0,14,35,2579
E01407,P04,Wall,3841,2773,143,0.43,PSC,Accelerator,0.78,Steam,2,29.7,44.5,2025-12-21 19:00:00,28.32,36.86,39.43,40.2,40.52,5292,37150,23,M112,45,59,1065,404,12577,West,0,8,32,2848
E01408,P03,Column,7848,2483,642,0.5,PSC,Plasticizer,0.97,Moist,1,32.2,56.3,2025-03-10 07:00:00,21.85,28.47,30.47,31.07,31.32,4671,38098,21,M019,33,39,1474,790,12859,West,0,18,24,2065
E01409,P05,Beam,8054,1965,129,0.36,PSC,Retarder,1.47,Steam,1,22.2,61.2,2025-02-15 03:00:00,27.39,35.65,38.14,38.89,39.21,5162,32654,19,M148,59,15,1019,560,12273,North,0,11,30,1996
E01410,P03,Beam,8088,1090,416,0.47,PSC,Accelerator,0.94,Steam,2,22.0,43.1,2025-10-28 10:00:00,22.63,29.45,31.5,32.12,32.38,5343,21998,22,M118,71,51,848,790,17925,Central,0,12,29,3304
E01411,P02,Wall,4261,2074,605,0.37,OPC,Plasticizer,1.37,Ambient,2,32.2,52.5,2025-05-03 18:00:00,25.18,32.77,35.05,35.74,36.03,4478,25243,20,M101,51,15,1369,430,20364,Central,0,21,32,3665
E01412,P04,Beam,8357,1083,496,0.44,OPC,Accelerator,0.79,Steam,0,24.1,50.8,2025-07-14 22:00:00,24.56,32.08,34.35,35.03,35.32,5268,35580,18,M029,53,28,957,425,18119,East,1,11,21,3289
E01413,P05,Wall,9082,2130,616,0.45,PSC,Plasticizer,1.46,Moist,2,19.4,69.9,2025-06-25 13:00:00,18.77,24.43,26.13,26.64,26.86,3837,38015,24,M072,40,50,1024,545,16404,Central,1,13,30,3854
E01414,P04,Beam,6427,1221,203,0.39,PSC,Retarder,1.29,Moist,2,27.1,67.2,2025-03-17 02:00:00,24.43,31.79,34.0,34.67,34.95,5412,28805,20,M129,64,54,1300,440,20805,East,0,19,28,1856
E01415,P01,Beam,7010,2217,450,0.4,OPC,Plasticizer,0.52,Steam,0,17.1,75.7,2025-09-27 12:00:00,23.56,30.47,32.55,33.18,33.44,5417,38221,25,M109,36,36,1029,437,22045,East,1,18,31,2803
E01416,P01,Wall,4414,2904,532,0.41,PSC,Plasticizer,0.8,Steam,1,26.7,58.4,2025-11-25 13:00:00,27.22,35.57,38.08,38.84,39.16,4286,18260,18,M145,33,37,1316,718,15009,East,0,6,23,3122
E01417,P02,Wall,8215,2347,278,0.37,OPC,Retarder,0.67,Ambient,0,31.6,73.3,2025-02-13 23:00:00,24.58,32.09,34.35,35.03,35.32,4873,27200,21,M079,69,57,1414,385,19857,North,0,17,33,3766
E01418,P01,Wall,7070,601,204,0.38,OPC,Retarder,0.55,Ambient,0,15.6,84.8,2025-11-18 16:00:00,15.8,21.09,22.69,23.17,23.37,4202,27830,18,M019,73,36,1024,524,24251,Central,0,12,31,3658
E01419,P04,Wall,6173,1469,399,0.38,PSC,Accelerator,0.57,Moist,0,22.0,46.4,2025-09-06 03:00:00,21.76,28.51,30.54,31.15,31.41,4999,23054,24,M011,59,42,1296,738,16379,West,1,17,24,3530
E01420,P02,Beam,6736,1624,184,0.37,OPC,Plasticizer,1.07,Steam,0,23.5,75.4,2025-11-19 10:00:00,27.97,36.33,38.84,39.6,39.92,5255,35390,23,M105,48,55,1499,378,20213,North,0,16,21,2199
E01421,P01,Beam,8063,1407,140,0.43,PSC,Retarder,0.61,Moist,1,31.3,45.8,2025-06-14 23:00:00,23.47,30.9,33.13,33.81,34.09,4924,22546,19,M041,44,26,1226,433,15564,East,1,24,31,3128
E01422,P04,Column,3520,2226,694,0.39,OPC,Retarder,1.02,Moist,0,36.8,89.9,2025-05-17 09:00:00,30.37,39.1,41.73,42.52,42.85,5164,36434,19,M130,24,44,1294,491,18067,Central,0,7,24,3845
E01423,P03,Beam,6277,1243,222,0.44,PSC,Retarder,0.79,Steam,2,20.6,52.9,2025-02-19 09:00:00,23.2,30.19,32.29,32.92,33.19,4164,35039,21,M133,69,56,1144,639,21344,East,0,20,28,3302
E01424,P04,Wall,8270,550,612,0.49,OPC,Retarder,0.74,Moist,1,24.3,59.2,2025-06-29 12:00:00,19.15,24.97,26.73,27.25,27.48,5285,38078,22,M054,60,34,1027,692,19076,West,1,22,35,3517
E01425,P01,Beam,4653,410,392,0.48,OPC,Retarder,1.08,Moist,2,30.4,56.7,2025-07-30 18:00:00,22.14,28.81,30.82,31.43,31.68,4293,27779,19,M089,33,38,1407,537,19645,East,1,8,21,1695
E01426,P01,Wall,7287,2263,354,0.41,PSC,Plasticizer,0.9,Moist,0,31.7,40.6,2025-06-20 20:00:00,26.81,34.55,36.88,37.59,37.88,5158,20351,22,M138,50,23,977,480,17984,North,1,19,36,2879
E01427,P04,Wall,5714,2996,619,0.48,PSC,Accelerator,0.84,Moist,2,23.6,46.9,2025-02-23 07:00:00,19.43,25.28,27.04,27.57,27.79,4473,39256,23,M120,33,54,1481,460,14484,East,0,12,24,3697
E01428,P03,Slab,9850,2784,472,0.41,PSC,Plasticizer,1.11,Steam,1,25.5,88.1,2025-06-28 17:00:00,25.62,33.77,36.23,36.96,37.28,4799,29866,19,M105,45,17,959,703,20698,East,1,13,23,2292
E01429,P04,Wall,7137,407,427,0.44,OPC,Retarder,1.27,Ambient,1,17.7,59.9,2025-05-03 06:00:00,17.11,22.14,23.66,24.11,24.31,4620,37428,25,M025,36,46,1485,602,20014,South,0,12,29,2009
E01430,P05,Wall,3841,2522,341,0.48,PSC,Retarder,0.39,Moist,2,16.8,82.5,2026-01-01 10:00:00,16.71,21.74,23.26,23.71,23.9,5369,31186,18,M032,49,16,995,611,18361,East,0,8,20,1818
E01431,P04,Slab,8898,561,227,0.38,PSC,Plasticizer,1.1,Ambient,1,28.6,81.6,2025-11-12 21:00:00,23.54,30.54,32.65,33.28,33.55,4742,36768,22,M148,22,46,1356,521,23480,East,0,24,25,3666
E01432,P03,Column,9264,1039,232,0.41,PSC,Plasticizer,0.69,Ambient,2,30.2,86.5,2025-12-15 03:00:00,22.76,29.61,31.68,32.3,32.56,4925,37181,24,M114,45,58,1055,480,15243,East,0,18,35,2483
E01433,P03,Column,3872,2403,179,0.48,PSC,Accelerator,1.49,Ambient,2,15.6,45.6,2025-12-27 16:00:00,14.75,19.2,20.54,20.94,21.11,4902,25025,22,M022,33,29,1153,719,13744,East,0,11,20,1804
E01434,P03,Column,6038,1075,624,0.39,PSC,Plasticizer,0.59,Ambient,1,34.7,42.8,2025-01-25 19:00:00,25.65,33.31,35.62,36.32,36.61,4629,25373,23,M123,65,51,1223,526,24593,South,0,7,28,3630
E01435,P01,Slab,8941,611,587,0.41,OPC,Retarder,0.91,Steam,1,29.0,76.4,2025-12-27 21:00:00,29.56,38.27,40.9,41.69,42.02,4547,36373,20,M100,72,16,1325,389,17614,South,0,10,33,2471
E01436,P04,Slab,4659,2474,655,0.44,PSC,Retarder,0.96,Steam,0,31.0,53.0,2025-05-16 22:00:00,26.91,35.49,38.07,38.85,39.18,3981,22137,20,M051,70,25,877,435,22266,Central,0,10,30,2151
E01437,P04,Column,9969,2638,270,0.36,PSC,Plasticizer,0.44,Moist,1,20.6,65.0,2025-02-25 18:00:00,22.68,29.44,31.47,32.08,32.34,5352,28435,25,M068,60,55,1079,493,18099,North,0,11,25,3035
E01438,P03,Slab,7766,799,665,0.47,PSC,Accelerator,0.72,Ambient,1,25.1,59.7,2025-05-27 02:00:00,18.97,24.56,26.24,26.75,26.96,4721,24146,18,M087,29,18,1011,582,22617,East,0,25,23,3929
E01439,P02,Wall,9892,808,669,0.38,PSC,Retarder,0.37,Ambient,1,29.8,89.5,2025-08-08 16:00:00,23.38,30.54,32.69,33.34,33.61,4582,39979,20,M043,21,19,1067,638,20556,West,1,12,26,2495
E01440,P03,Slab,5012,2214,293,0.47,OPC,Retarder,1.14,Ambient,0,38.6,60.4,2025-01-31 03:00:00,24.36,31.46,33.6,34.24,34.51,3803,34651,25,M102,78,33,1279,764,19911,East,0,6,20,3227
E01441,P04,Beam,9852,2304,506,0.45,OPC,Plasticizer,0.86,Steam,1,30.8,62.5,2025-02-25 17:00:00,27.9,36.3,38.82,39.59,39.91,3805,33832,24,M124,64,19,1451,513,15039,West,0,8,35,2103
E01442,P01,Column,8095,602,426,0.43,OPC,Plasticizer,1.27,Moist,2,33.4,73.2,2025-10-07 16:00:00,25.59,33.29,35.62,36.32,36.61,4255,19465,21,M042,44,34,1470,468,18563,East,0,13,33,3413
E01443,P03,Slab,6787,551,450,0.37,OPC,Plasticizer,1.16,Steam,0,27.5,84.7,2025-10-29 19:00:00,30.73,39.78,42.51,43.33,43.67,4592,26197,18,M145,66,60,1298,630,12253,North,0,12,29,2035
E01444,P03,Column,9092,617,246,0.37,OPC,Plasticizer,1.2,Moist,2,15.2,48.4,2025-12-28 19:00:00,19.47,25.33,27.1,27.63,27.85,4975,21271,21,M102,54,24,1393,500,19611,North,0,5,34,2635
E01445,P02,Slab,8401,1419,527,0.44,OPC,Retarder,1.16,Ambient,1,37.9,75.3,2025-06-20 07:00:00,24.12,31.53,33.76,34.43,34.72,5429,18112,20,M045,27,42,1385,676,24398,North,1,5,36,3365
E01446,P03,Beam,8443,1349,323,0.35,PSC,Plasticizer,0.44,Ambient,2,28.4,73.8,2025-09-21 00:00:00,24.26,31.56,33.76,34.42,34.7,5494,27766,21,M022,20,41,1170,529,15920,East,1,15,22,3466
E01447,P03,Beam,9820,1813,245,0.41,OPC,Accelerator,1.18,Steam,0,28.0,43.7,2025-05-10 12:00:00,28.84,37.4,39.98,40.75,41.08,4423,19542,19,M039,78,49,1050,396,13421,East,0,23,30,3005
E01448,P05,Slab,5306,1788,584,0.46,OPC,Retarder,1.37,Moist,0,17.9,89.5,2025-12-28 15:00:00,17.41,22.78,24.39,24.88,25.08,4795,18879,21,M009,42,41,1312,531,12933,Central,0,23,29,1801
E01449,P02,Slab,6203,781,521,0.38,PSC,Plasticizer,0.31,Ambient,2,39.9,54.1,2025-12-24 12:00:00,28.12,36.59,39.14,39.91,40.23,5092,36195,23,M054,35,43,1194,586,16241,East,0,8,34,3153
E01450,P04,Slab,3576,1988,406,0.44,OPC,Retarder,1.38,Moist,2,23.0,73.5,2025-12-08 13:00:00,20.66,26.89,28.76,29.32,29.56,5263,37238,25,M060,73,20,1454,690,19740,West,0,12,21,2432
E01451,P02,Column,9631,2248,461,0.38,PSC,Retarder,1.05,Moist,0,23.4,50.6,2025-05-16 18:00:00,22.12,29.07,31.16,31.8,32.06,5396,18010,22,M139,37,49,844,600,16972,South,0,19,26,1979
E01452,P05,Slab,6292,1585,286,0.49,PSC,Accelerator,0.78,Moist,2,21.1,62.4,2025-06-26 12:00:00,18.07,23.52,25.16,25.65,25.86,5396,37125,23,M149,65,34,1288,511,13922,North,1,8,23,1709
E01453,P04,Wall,7182,1882,416,0.4,PSC,Retarder,1.19,Moist,1,39.3,61.9,2025-08-31 12:00:00,29.76,38.69,41.38,42.19,42.53,4106,34768,25,M039,30,39,1499,595,15442,Central,1,14,36,2883
E01454,P03,Slab,8487,2478,384,0.37,PSC,Plasticizer,1.13,Moist,2,27.8,72.5,2025-04-15 18:00:00,25.57,33.27,35.59,36.29,36.58,4653,18373,24,M098,66,52,1411,393,22648,North,0,18,22,2394
E01455,P05,Column,3776,2959,573,0.48,PSC,Retarder,0.83,Moist,2,37.5,77.5,2025-07-29 17:00:00,24.98,32.51,34.77,35.46,35.74,4567,33348,18,M053,56,51,1216,373,18164,South,1,12,35,3418
E01456,P05,Slab,3951,2193,364,0.4,PSC,Accelerator,1.48,Ambient,2,31.7,42.2,2025-08-16 02:00:00,23.77,30.93,33.09,33.74,34.01,5022,31744,20,M048,62,17,1216,576,22701,South,1,10,29,2326
E01457,P02,Beam,3925,986,340,0.4,OPC,Retarder,1.05,Moist,1,16.4,41.2,2025-04-09 21:00:00,18.11,23.86,25.59,26.12,26.34,3846,31144,18,M097,56,31,1032,648,12037,South,0,17,31,2034
E01458,P02,Column,6146,975,432,0.42,OPC,Accelerator,0.62,Steam,1,19.1,74.5,2025-08-13 17:00:00,22.94,29.94,32.05,32.68,32.95,4296,33807,18,M009,70,39,1071,429,20700,East,1,22,30,2676
E01459,P05,Slab,4453,2770,652,0.43,OPC,Retarder,0.54,Ambient,1,23.0,69.6,2025-06-24 07:00:00,19.53,25.29,27.02,27.54,27.76,4516,28191,20,M136,71,15,1131,426,19275,West,1,18,29,2040
E01460,P03,Column,8010,2571,577,0.46,PSC,Accelerator,1.1,Steam,0,26.9,72.1,2025-01-16 15:00:00,26.28,33.95,36.26,36.95,37.24,3886,25493,20,M044,27,30,876,769,19873,East,0,6,22,2835
E01461,P05,Beam,7923,2333,699,0.36,PSC,Accelerator,1.05,Steam,1,34.4,65.0,2025-08-01 06:00:00,33.86,44.26,47.4,48.34,48.74,4215,20499,22,M041,71,34,1381,485,18696,West,1,10,23,3441
E01462,P05,Slab,6998,434,360,0.45,OPC,Accelerator,1.13,Steam,2,36.8,57.1,2025-06-08 09:00:00,30.88,40.18,42.98,43.82,44.18,4837,18217,25,M002,21,35,880,659,12677,West,1,10,36,3497
E01463,P03,Beam,3673,1002,283,0.47,OPC,Accelerator,0.97,Steam,1,37.1,66.4,2025-12-17 02:00:00,31.22,40.23,42.94,43.76,44.1,4539,27750,23,M070,24,40,1082,571,20163,East,0,24,24,1779
E01464,P01,Beam,7321,1708,138,0.46,OPC,Retarder,1.46,Ambient,1,16.8,42.7,2025-07-27 13:00:00,16.07,20.82,22.25,22.69,22.87,5194,36715,25,M065,37,25,852,417,23817,East,1,17,21,3471
E01465,P05,Beam,5152,454,501,0.49,PSC,Accelerator,0.94,Ambient,2,30.4,64.1,2025-05-30 23:00:00,19.74,25.69,27.48,28.02,28.25,4937,25083,24,M137,65,56,810,518,12802,East,0,7,28,2874
